com.anytimefitness.anytimeworkouts.txt,-,3716,13.035044139,7652,86.864984099,16613,3411.003721219,5558,23.094606005,11998,340.079390579,Threshold,Threshold,8839,52.678905482,Threshold,Threshold,-,-,3713,70.936530963,Threshold,Threshold,-,-,
com.androiddevelopermx.blogspot.muscles3d.txt,-,69,2.498937524,113,2.192945343,187,2.354380203,77,2.187678037,113,2.24051645,187,2.303984214,149,2.084453729,239,2.257476598,394,2.438899107,69,2.296215984,185,2.572806815,723,7.104015095,
com.alere.pstandroid.txt,-,114,2.413552432,204,2.408684788,334,2.479781996,119,2.941426723,211,2.98169746,347,3.192082682,155,2.405884222,273,2.547668096,462,2.819351088,114,2.536682238,260,2.637093068,845,9.279886235,
com.aapc.knowledgecenter.txt,-,2559,11.311033114,6205,75.669196008,Threshold,Threshold,3204,13.972506707,7510,135.645513325,Threshold,Threshold,13010,209.869275193,Threshold,Threshold,-,-,2559,39.447651079,Threshold,Threshold,-,-,
appinventor.ai_coolbhavana1.articulation_worksheets.txt,-,8316,324.919829211,Threshold,Threshold,-,-,Threshold,Threshold,-,-,-,-,Threshold,Threshold,-,-,-,-,Threshold,Threshold,-,-,-,-,
com.abqappsource.childgrowthtracker.txt,-,2605,9.276836669,5964,33.748745696,12935,984.727835453,2827,9.571410548,6402,40.617434186,13709,1599.258243299,5343,26.66673796,12011,551.64334083,Threshold,Threshold,2604,18.809139502,Threshold,Threshold,-,-,
absworkout.bellyfatworkout.waistworkout.abdominalworkout.txt,-,3126,17.633150611,6571,52.441003288,12339,661.726281093,4794,13.361258328,9416,183.871781038,17538,3383.144249891,13427,244.60338872,Threshold,Threshold,-,-,3111,26.485082698,Threshold,Threshold,-,-,
com.andromo.dev551559.app527548.txt,-,1446,11.369547238,8707,205.62476379,Threshold,Threshold,1520,11.834592945,8789,276.826509207,Threshold,Threshold,32634,1945.934741888,Threshold,Threshold,-,-,1446,21.129998325,13285,717.500861188,Threshold,Threshold,
appinventor.ai_NIHSSapp.NIHStrokeScale3.txt,-,4736,61.559312245,Threshold,Threshold,-,-,Threshold,Threshold,-,-,-,-,12532,1144.843001012,Threshold,Threshold,-,-,Threshold,Threshold,-,-,-,-,
com.aapc.my.txt,-,54,3.414205328,74,3.364017703,102,3.550535972,54,3.538073655,74,3.632211092,102,3.637341325,104,3.416092243,157,3.591113641,256,3.374913887,54,3.569294679,99,3.602375176,277,3.53228306,
com.aetna.aetnabetterhealthmobile.txt,-,711,4.206937745,953,4.488703187,2352,7.727149029,869,4.886043203,1182,5.964594446,2705,13.593186611,1347,4.644463313,1802,7.022397878,3434,31.637410542,711,4.676609503,1435,16.274286258,Threshold,Threshold,
com.alivecor.aliveecg.txt,-,9251,41.195335507,Threshold,Threshold,-,-,17478,266.064284688,Threshold,Threshold,-,-,Threshold,Threshold,-,-,-,-,Threshold,Threshold,-,-,-,-,
cn.threeplus.appscomm.pedometer.txt,-,6549,21.743716015,15964,583.61446638,Threshold,Threshold,8770,48.734814021,20231,1926.333599166,Threshold,Threshold,26352,2923.411954831,Threshold,Threshold,-,-,Threshold,Threshold,-,-,-,-,
cc.pacer.androidapp.txt,-,12530,60.48462518,28242,1776.906362799,Threshold,Threshold,Threshold,Threshold,-,-,-,-,Threshold,Threshold,-,-,-,-,Threshold,Threshold,-,-,-,-,
com.andromo.dev516379.app477179.txt,-,1668,11.060929945,8487,156.171855051,Threshold,Threshold,1776,11.474391465,8619,179.526017252,Threshold,Threshold,Threshold,Threshold,-,-,-,-,1668,26.265402313,14189,856.084587515,Threshold,Threshold,
