380,152
2,2
18,12
1,1
1,1
1,1
17,13
17,16
6,6
1,1
4,4
1,1
2,2
1,1
2,2
2,2
2,2
1,1
5,5
12,12
26,19
5,5
3,3
4,4
13,9
16,12
1,1
2,2
6,4
36,24
20,8
10,10
2,2
2,2
1,1
1,1
6,4
22,19
1,1
9,7
2,2
2,1
2,2
2,2
21,18
20,16
72,48
1,1
2,2
2,2
17,13
17,13
1,1
1,1
1,1
59,58
1,1
20,16
1,1
2,2
1,1
102,86
1,1
1,1
94,64
1,1
1,1
1,1
2,2
1,1
6,4
4,1
24,20
102,86
1,1
1,1
8,8
16,12
10,8
2,2
2,2
1,1
9,9
1,1
2,2
1,1
1,1
6,6
2,2
182,154
2,2
20,16
102,86
9,6
6,6
2,2
1,1
2,2
12,9
104,88
14,14
8,8
1,1
8,8
4,2
1,1
102,86
1,1
1,1
12,12
12,4
6,6
2,2
1,1
5,5
1,1
1,1
16,12
94,64
21,18
96,80
17,13
1,1
1,1
1,1
4,4
16,12
1,1
116,98
1,1
50,32
98,82
96,80
102,86
1,1
4,4
10,10
1,1
1,1
6,6
2,2
4,4
1,1
194,124
174,148
2,2
1,1
8,8
36,24
1,1
3,3
12,10
13,11
1,1
1,1
1,1
1,1
16,12
94,64
5,5
1,1
1,1
4,4
1,1
96,80
35,24
2,2
20,16
18,18
2,2
1,1
1,1
2,2
9,7
1,1
96,80
26,25
17,13
109,92
2,2
12,12
1,1
6,6
12,4
1,1
4,4
96,80
1,1
6,6
12,12
2,2
94,64
11,11
2,2
98,82
96,80
1,1
12,9
11,11
1,1
16,12
11,11
12,4
8,8
2,2
1,1
1,1
27,18
1,1
52,36
1,1
154,78
1,1
96,80
12,4
2,2
17,16
50,30
1,1
70,34
1,1
1,1
3,3
18,17
1,1
6,6
1,1
1,1
16,16
2,2
1,1
102,86
2,2
2,2
2,2
2,2
8,8
12,9
12,12
1,1
102,86
6,4
20,20
102,86
32,25
142,100
1,1
1,1
1,1
8,8
6,6
1,1
1,1
53,45
12,9
2,2
50,32
10,6
7,7
5,5
1,1
12,11
2,2
4,4
1,1
1,1
1,1
1,1
12,4
44,40
3,3
6,6
1,1
2,2
14,11
1,1
1,1
102,86
102,86
2,2
3,3
100,74
1,1
12,4
1,1
20,16
12,4
1,1
2,2
1,1
10,10
2,2
1,1
12,4
6,4
17,13
1,1
1,1
1,1
96,80
5,5
21,21
156,124
40,30
2,2
222,150
1,1
1,1
5,5
9,8
102,86
14,11
1,1
3,3
2,2
17,13
3,3
2,2
29,29
1,1
6,4
6,6
2,2
4,4
1,1
10,6
16,12
1,1
2,2
5,5
1,1
1,1
44,33
2,2
6,6
1,1
1,1
96,80
6,6
1,1
54,24
25,20
1,1
6,6
16,12
18,16
104,88
102,86
1,1
1,1
1,1
1,1
1,1
2,2
1,1
96,80
1,1
12,4
12,10
2,2
252,208
1,1
4,4
4,4
20,20
72,62
162,128
4,4
1,1
6,4
4,4
1,1
2,2
6,6
96,80
3,3
1,1
2,2
16,16
176,62
1,1
34,34
1,1
68,38
2,2
1,1
96,80
2,2
1,1
116,74
1,1
6,4
1,1
1,1
1,1
15,13
1,1
1,1
1,1
1,1
13,13
4,4
2,2
1,1
2,2
96,80
16,12
4,4
6,6
6,6
1,1
2,2
1,1
1,1
60,52
6,6
1,1
2,2
1,1
1,1
2,2
1,1
17,13
20,16
6,6
2,2
1,1
12,12
1,1
1,1
10,10
1,1
27,18
220,197
94,64
2,2
1,1
1,1
96,80
23,15
12,4
2,2
16,16
1,1
17,16
2,2
7,7
1,1
5,5
2,2
1,1
96,80
4,4
6,6
1,1
1,1
48,18
1,1
102,86
34,31
20,8
2,2
2,2
17,13
5,5
12,9
1,1
5,5
446,250
20,8
102,86
10,10
15,15
1,1
2,2
11,9
1,1
1,1
11,11
6,4
48,18
1,1
21,21
1,1
96,80
5,5
1,1
3,3
16,16
8,6
16,16
44,20
20,16
1,1
1,1
4,4
5,5
1,1
2,2
1,1
1,1
5,5
46,46
2,2
1,1
1,1
102,83
1,1
2,2
2,2
7,7
1,1
21,18
1,1
1,1
2,2
50,32
1,1
6,4
36,28
2,2
1,1
16,12
5,5
1,1
1,1
1,1
2,2
1,1
2,2
12,12
1,1
1,1
2,2
1,1
20,16
12,9
17,13
55,36
1,1
10,8
382,152
2,2
1,1
12,12
2,2
1,1
3,3
6,6
11,11
17,13
4,4
4,4
1,1
16,12
6,4
48,42
1,1
11,9
1,1
2,2
96,80
1,1
216,144
3,3
1,1
12,12
2,2
96,80
1,1
14,12
7,7
1,1
1,1
1,1
96,80
92,74
1,1
8,8
96,80
1,1
1,1
1,1
1,1
12,12
6,5
12,4
16,12
2,2
1,1
20,20
1,1
12,12
6,6
1,1
29,29
12,4
1,1
1,1
6,6
46,42
12,4
1,1
66,62
1,1
14,14
1,1
4,4
2,2
3,3
1,1
30,28
17,13
1,1
2,2
5,5
1,1
1,1
104,88
6,4
6,4
1,1
3,3
1,1
4,4
2,2
102,86
1,1
1,1
6,6
20,16
2,2
1,1
10,8
1,1
1,1
94,64
2,2
2,2
4,4
23,19
2,2
12,4
2,2
1,1
16,16
102,86
6,6
1,1
1,1
1,1
2,2
2,2
1,1
17,13
1,1
2,2
1,1
2,2
14,12
37,37
2,2
20,20
1,1
1,1
6,3
1,1
85,44
3,3
3,3
8,8
1,1
1,1
156,124
14,14
38,34
6,4
4,4
2,2
12,12
4,4
2,2
1,1
2,2
50,32
79,63
6,4
2,2
1,1
6,4
20,20
50,32
39,35
92,74
2,2
2,2
1,1
2,2
1,1
46,46
1,1
1,1
4,4
2,2
92,74
20,16
1,1
2,2
1,1
4,4
1,1
1,1
14,11
1,1
13,13
1,1
8,8
10,10
10,6
10,10
1,1
12,12
1,1
12,9
5,5
4,4
106,89
22,21
4,4
1,1
2,2
6,6
2,2
1,1
2,2
192,144
117,69
12,12
24,24
1,1
1,1
24,20
2,2
1,1
1,1
102,86
1,1
4,4
3,3
1,1
102,86
4,2
24,20
1,1
23,19
1,1
1,1
478,435
5,5
6,4
354,192
10,6
1,1
96,80
6,3
2,2
2,2
8,8
1,1
2,2
1,1
5,5
2,2
1,1
12,8
6,6
3,3
1,1
2,2
96,80
13,11
20,16
1,1
12,9
48,40
6,6
6,6
16,12
2,2
20,17
1,1
1,1
14,11
208,184
3,3
1,1
2,2
2,2
14,14
1,1
4,4
6,6
28,26
2,2
4,4
1,1
5,5
1,1
46,45
2,2
2,2
40,40
3,3
14,10
2,2
1,1
32,32
1,1
1,1
6,6
1,1
6,4
6,4
10,10
4,4
1,1
2,2
13,11
1,1
7,7
12,12
1,1
38,34
2,2
1,1
1,1
2,2
41,37
8,6
15,11
3,3
1,1
5,5
1,1
4,4
2,2
16,12
1,1
1,1
2,2
1,1
12,12
50,32
2,2
6,4
56,42
1,1
16,12
1,1
2,2
4,4
5,5
3,3
6,6
1,1
2,2
2,2
54,24
8,8
96,80
96,80
96,80
10,10
3,3
4,4
32,32
3,3
1,1
1,1
96,80
1,1
1,1
12,9
12,12
2,2
6,6
2,2
1,1
102,86
2,2
1,1
102,86
1,1
52,44
8,8
6,4
28,14
42,39
14,11
23,19
12,4
2,2
1,1
8,8
3,3
2,2
1,1
1,1
12,10
17,13
7,7
12,12
1,1
4,4
102,86
102,86
96,80
2,2
6,6
1,1
6,4
2,2
1,1
170,92
1,1
2,2
4,4
6,6
1,1
6,6
2,2
12,4
1,1
2,2
1,1
1,1
1,1
10,9
2,2
8,4
50,32
1,1
1,1
1,1
6,4
1,1
14,12
2,2
23,19
184,144
12,12
6,6
16,12
1,1
2,2
3,3
1,1
1,1
1,1
3,3
1,1
1,1
4,4
1,1
102,86
50,20
2,2
4,2
5,5
1,1
2,2
1,1
8,6
4,4
10,10
2,2
7,7
1,1
3,3
1,1
1,1
1,1
5,5
1,1
2,2
1,1
2,2
8,8
1,1
38,26
1,1
4,4
1,1
2,2
9,7
17,13
1,1
2,2
102,86
1,1
1,1
12,9
1,1
2,2
1,1
2,2
14,14
17,13
6,6
17,17
1,1
5,5
2,2
5,5
96,80
1,1
14,14
96,80
50,32
106,66
1,1
15,15
104,88
3,3
1,1
3,3
1,1
1,1
1,1
5,5
6,6
152,116
3,3
1,1
5,5
1,1
1,1
56,42
12,9
1,1
